0,1,2,3
448226100014,INDIAN JOURNAL OF PEDIATRICS,Quality of Life (QoL) and the Factors Affecting it in Transfusion-dependent Thalassemic Children,"Objectives To evaluate the Quality of life (QoL) and the factors affecting it in transfusion-dependent thalassemic children. Methods Current study was conducted at Department of Pediatrics, Dr. SNMC, Jodhpur. Ninety-three transfusion-dependent thalassemic children aged between 8 and 18 y were enrolled. Quality of life was assessed using Pediatric Quality of Life (PedsQL) measurement model in thalassemic children. Results Mean age of children was 11.8 +/- 3.2 y. Lowest mean score was observed in School functioning (57.4) while in Physical functioning, Emotional functioning and Social functioning it was 73.9, 82.2 and 83.49 respectively. Mean PedsQL score was higher in 8-12 y age group as compared to 13-18 y (p = 0.024). PedsQL score was higher in children who required transfusion once in a month (p = 0.028) and children on combined chelation therapy as compared to children who were on injectable chelator (p = 0.039). Health Related QoL was not affected with gender, education status, family history of thalassemia, ferritin level, splenectomy or consanguinity. Conclusions Factors related with low QoL in current study were higher age, increased transfusion frequency and injectable mode of chelation. In order to improve the QoL in thalassemic children appropriate programmes and interventions should be started targeting above domains."
456045500005,GEOCHEMICAL JOURNAL,An improved U-Pb age dating method for detrital zircon by LA-MC-ICP-MS,"Detrital zircon U-Pb dating is a powerful tool to trace sources for sedimentary basin and to understand of geological history in structurally complex areas. This study established an analytical protocol for measurement of detrital zircon U-Pb age by LA-MC-ICP-MS. Because detrital zircons normally have a large Pb content variation (several ppm to hundred ppm), which leads to large variations for Pb signal intensity, two sets of detector arrays were used. For Pb-rich zircons, Pb-206 was collected with Faraday cup detector array, while for Pb-poor zircons, Pb-206 was collected with ion counter detector array. The results of Pb-206/U-238 age and Pb-207/U-235 age for six well-known and widely used zircon standards agree within 0.5% and 1% respectively of the preferred values measured by ID-TIMS. The precision of Pb-206/U-238 age and Pb-207/U-235 age of the six zircons vary from 0.6% to 2.3% and 0.9% to 2.3% (2SD), respectively."
426366200043,SCIENCE,Selective targeting of engineered T cells using orthogonal IL-2 cytokine-receptor complexes,"Interleukin-2 (IL-2) is a cytokine required for effector T cell expansion, survival, and function, especially for engineered T cells in adoptive cell immunotherapy, but its pleiotropy leads to simultaneous stimulation and suppression of immune responses as well as systemic toxicity, limiting its therapeutic use. We engineered IL-2 cytokine-receptor orthogonal (ortho) pairs that interact with one another, transmitting native IL-2 signals, but do not interact with their natural cytokine and receptor counterparts. Introduction of orthoIL-2R beta into T cells enabled the selective cellular targeting of orthoIL-2 to engineered CD4(+) and CD8(+) T cells in vitro and in vivo, with limited off-target effects and negligible toxicity. OrthoIL-2 pairs were efficacious in a preclinical mouse cancer model of adoptive cell therapy and may therefore represent a synthetic approach to achieving selective potentiation of engineered cells."
452677900006,PHYSICAL REVIEW C,Search for possible fusion reactions to synthesize the superheavy element Z=121,"We have studied the alpha-decay properties of superheavy nuclei Z = 121 in the range 265 <= A <= 316. A detailed study of competition between alpha decay and fission enables us to identify the possible isotopes for superheavy element Z = 121. The nuclei (299-304) 121 were found to have long half-lives and hence they could be detected if synthesized in a laboratory. After identifying the possible isotopes, we have identified the most probable projectile-target combinations by studying the fusion cross section, evaporation residue cross section, compound nucleus formation probability (P-CN), and survival probability (P-surv ) of different projectile-target combinations to synthesize the superheavy element Z = 121. The most probable projectile-target combinations to synthesize the superheavy nuclei (299-305)121 is V + Cf. The predicted alpha-decay half-lives and projectile-target combinations play a vital role in the synthesis of the superheavy element Z = 121."
439948500020,MOLECULAR BIOLOGY REPORTS,Mitochondrial genome analysis in penile carcinoma,"Penile cancer is a rare neoplasm that seems to be linked to socio-economic differences. Mitochondrial genome alterations are common in many tumors types and are reported as regulating oxidative metabolism and impacting tumorigenesis. In this study, we evaluate for the first time the mitochondrial genome in penile carcinoma (PeCa), aiming to evaluate heteroplasmy, mitochondrial DNA (mtDNA) mutational load and mtDNA content in Penile tumors. Using next generation sequencing (NGS), we sequenced the mitochondrial genome of 13 penile tumors and 12 non-neoplastic tissue samples, which allowed us to identify mtDNA variants and heteroplasmy. We further evaluated variant's pathogenicity using Mutpred predictive software and calculated mtDNA content using quantitative PCR. Mitochondrial genome sequencing revealed an increase number of non-synonymous variants in the tumor tissue, along with higher frequency of heteroplasmy and mtDNA depletion in penile tumors, suggesting an increased mitochondrial instability in penile tumors. We also described a list of mitochondrial variants found in penile tumor and normal tissue, including five novel variants found in the tumoral tissue. Our results showed an increased mitochondrial genome instability in penile tumors. We also suggest that mitochondrial DNA copy number (mtDNAcn) and mtDNA variants may act together to imbalance mitochondrial function in PeCa. The better understanding of mitochondrial biology can bring new insights on mechanisms and open a new field for therapy in PeCa."
424509700003,ATMOSPHERIC MEASUREMENT TECHNIQUES,Airborne remote sensing and in situ measurements of atmospheric CO2 to quantify point source emissions,"Reliable techniques to infer greenhouse gas emission rates from localised sources require accurate measurement and inversion approaches. In this study airborne remote sensing observations of CO2 by the MAMAP instrument and airborne in situ measurements are used to infer emission estimates of carbon dioxide released from a cluster of coalfired power plants. The study area is complex due to sources being located in close proximity and overlapping associated carbon dioxide plumes. For the analysis of in situ data, a mass balance approach is described and applied, whereas for the remote sensing observations an inverse Gaussian plume model is used in addition to a mass balance technique. A comparison between methods shows that results for all methods agree within 10% or better with uncertainties of 10 to 30% for cases in which in situ measurements were made for the complete vertical plume extent. The computed emissions for individual power plants are in agreement with results derived from emission factors and energy production data for the time of the overflight."
437817800001,ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,Thiamethoxam induced hepatic energy changes in silver catfish via impairment of the phosphoryl transfer network pathway: Toxicological effects on energetics homeostasis,"Precise coupling of spatially separated intracellular adenosine triphosphate (ATP)-producing and ATP-consuming processes exerts a pivotal role in bioenergetic homeostasis of living organisms, and the phosphotransfer network pathway, catalyzed by adenylate kinase (AK) and pyruvate kinase (PK), is fundamental in cellular and tissue energetic homeostasis. Measurement of the phosphotransfer network can provide new information for understanding the alterations in hepatic energetic metabolism during exposition to insecticides, such as thiamethoxam. Therefore, the aim of this study was to evaluate whether exposition to thiamethoxam negatively affects the hepatic enzymes of the phosphotransfer network in silver catfish (Rhamdia quelen). Hepatic AK and PK activities were inhibited at 3.75 mu g L-1 after 24 h of exposure and at 1.125 and 3.75 mu g L-1 after 96 h of exposure compared with the control group. The hepatic ATP levels were decreased following 3.75 mu g L-1 thiamethoxam treatment after 24 h of exposure and at 1.125 and 3.75 mu g(-1) after 96 h of exposure compared with the control group. The enzymatic activity of the phosphotransfer network and ATP levels did not recover after 48 h of recovery in clean water. Thus, the inhibition of hepatic AK and PK activities by thiamethoxam caused impairment of energy homeostasis in liver tissue, decreasing hepatic ATP availability. Moreover, the absence of a mutual compensatory mechanism between these enzymes directly contributes to ATP depletion and to a severe energetic dysregulation, which may contribute to toxic effects caused by thiamethoxam."
446478600003,GRASAS Y ACEITES,The effect of rosemary extract on 3-MCPD and glycidyl esters during frying,"The aim of the present work was to evaluate the effect of rosemary extract (Rosmarinus Officinalis L.) on the 3-MCPD and glycidyl ester contents during deep-fat frying. Firstly, the potato samples were soaked in different concentrations of NaCI and they were fried in sunflower oils containing different concentrations of rosemary extract. Subsequently, repeated frying was carried out with sunflower oil enriched with rosemary extract. The frying oil and the oil extracted from potato samples were analyzed in terms of the contents of 3-MCPD and glycidyl esters according to DGF C VI 18 (10) method. The results demonstrated that the content of 3-MCPD and glycidyl esters in frying oil was not significantly affected by different NaCI and rosemary extract concentrations during short term hying; however, the amount of 3-MCPD esters was found to be lower for the potato crisps enriched with rosemary extract during repeated frying cycles."
430594300001,IEEE TRANSACTIONS ON IMAGE PROCESSING,Spectral Reflectance Estimation Using Gaussian Processes and Combination Kernels,"This paper explores hyperspectral reflectance factor estimation using Gaussian process regression with multispectral- and trichromatic measurements. Estimations are performed in visible-(400-700 nm) or visible-near infrared (400-980 nm) wavelength ranges using the learning-based approach, where sensor and light spectral characteristics are not required. We first construct new estimation models via Gaussian processes, show connection to previous kernel-based models, and then evaluate new models by using marginal likelihood optimization within the probabilistic interpretation. By using standard spectral ensembles and several images in experiments, we evaluate new models with anisotropic radial-and combination kernels (process covariance), marginal likelihood optimization (parameter selection), as well as with input data transformations (pre-processing). Several new Gaussian process models provide spectral accuracy improvements for simulated and real data, when compared with the previous kernel-based models. Most versatile new model is using spectral subspace coordinate learning and combination kernels, and can be efficiently optimized via marginal likelihood. Preliminary results suggest that new models provide uncertainty estimates, which can be used for iterative training set augmentation."
428894200014,BMJ SUPPORTIVE & PALLIATIVE CARE,Consultation for total pain in high-risk obstetrics,"Palliative care (PC) consultation rarely takes place in the clinical setting of high-risk obstetrics, where total pain' may be undermanaged. Here, we present a case of a young woman carrying twins and hospitalised for acute abdominal pain. Workup for her pain revealed non-viable fetal tissue positioned in the uterine horn; the remaining fetus was viable. Initial attempts to control the patient's pain with strong parenteral opioids by the obstetrics team and the acute pain service failed. The PC service was consulted to assist. Applying a customary interdisciplinary approach in a novel PC clinical setting, the PC service was able to identify and attend to the patient's physical, psychosocial and spiritual pain, resulting in an overall decrease in reported pain scores, decreased opioid requirement and a plan for preservation of the viable fetus."
419896200018,INFLAMMATION,Acute Lung Injury in Response to Intratracheal Instillation of Lipopolysaccharide in an Animal Model of Emphysema Induced by Elastase,"The response of lungs with emphysema to an acute lung injury (ALI) remains unclear. This study compared the lung response to intratracheal instillation of lipopolysaccharide (LPS) in rats with and without emphysema. Twenty-four Wistar rats were randomized to four groups: control group (C-G), ALI group (ALI-G), emphysema group (E-G), emphysema and ALI group (E-ALI-G). Euthanasia and the following analysis were performed 24 h after ALI induction: lung histology, bronchoalveolar lavage (BAL), mRNA expression of inflammatory mediators, and blood gas measures. The histological analysis showed that animals of ALI-G (0.55 +/- 0.15) and E-ALI-G (0.69 +/- 0.08) had a higher ALI score compared to C-G (0.12 +/- 0.04) and E-G (0.16 +/- 0.04) (p < 0.05). The analysis of each component of the score demonstrated that ALI-G and E-ALI-G had greater alveolar and interstitial neutrophil infiltration, as well as greater amount of alveolar proteinaceous debris. Comparing the two groups that received LPS, there was a trend of higher ALI in the E-ALI-G, specially due to a higher neutrophil infiltration in the alveolar spaces and a higher septal thickening. Total cell count (E-G = 3.09 +/- 0.83; ALI-G = 4.45 +/- 1.9; E-ALI-G = 5.9 +/- 2.1; C-G = 0.73 +/- 0.37 x 10(5)) and neutrophil count (E-G = 0.69 +/- 0.35; ALI-G = 2.53 +/- 1.09; E-ALI-G = 3.86 +/- 1.4; C-G = 0.09 +/- 0.07 x 10(5)) in the BAL were higher in the groups E-G, ALI-G, and E-ALI-G when compared to C-G (p < 0.05). The IL-6, TNF-alpha, and CXCL2 mRNA expressions were higher in the animals that received LPS (ALI-G and E-ALI-G) compared to the C-G and E-G (p < 0.05). No statistically significant difference was observed in the BAL cellularity and in the expression of inflammatory mediators between the ALI-G and the E-ALI-G. The severity of ALI in response to intratracheal instillation of LPS did not show difference in rats with and without intratracheal-induced emphysema."
425680000003,CANADIAN JOURNAL OF PLANT PATHOLOGY,Integrating ethnophytopathological knowledge and field surveys to improve tomato disease management in Tanzania,"The prevalence of tomato diseases and local smallholder farmer knowledge was assessed in five villages in the Morogoro Region of Tanzania during the rainy and dry production seasons. The most commonly occurring foliar diseases in both seasons were early blight (88 of 100 fields), bacterial spot/speck (49), viral diseases (42) and Septoria leaf spot (34). Bacterial spot/speck, tomato yellow leaf curl virus, other viral diseases, and late blight were present in significantly higher numbers of fields during the rainy season than the dry season, while significantly more plants per field were affected by early blight in the rainy season than the dry season. A root health assay was conducted to assess root knot nematode damage and root rot severity, and root knot nematodes were found in 44 of 50 fields surveyed. Farmers used local names for plant diseases, which tended to be associated with the symptomatology of the disease, concepts borrowed from other aspects of life, perceived causal agent or weather conditions. Identification of local names improved communication between farmers and researchers and elucidated how farmers perceived key diseases in the region. Extension materials were developed to improve farmers' identification and management of key tomato diseases in the region. Farmers can better allocate limited resources to manage key diseases through an improved understanding of prevalent diseases and local plant disease knowledge. This study serves as an example of how plant pathologists can develop a baseline understanding of key regional plant disease constraints through the integration of field surveys and ethnophytopathological studies."
453934500006,CIRCULATION-HEART FAILURE,Current Use of Hearts From Hepatitis C Viremic Donors A United Network for Organ Sharing Registry Analysis,"Background: Strategies to improve donor heart utilization are required in the setting of limited donor availability. One innovative strategy is to consider the use of hepatitis C viremic (HCV) nucleic acid amplification test positive donors in hepatitis C-negative recipients, given the availability of highly effective direct acting antiviral agents. We utilized United Network for Organ Sharing data to evaluate the geographic distribution, clinical characteristics, and post-transplant outcomes of HCV+ donor hearts. Methods and Results: The United Network for Organ Sharing registry was queried for all HCV+ recovered donors and those considered for heart donation classified by sex, age group, United Network for Organ Sharing region, and cause of death from January 1, 2014, to December 31, 2017. Propensity score matching (3:1) was applied to the recipients based on the index for mortality prediction after cardiac transplantation score and donor risk index. A total of 1306 HCV+ donors were recovered from 2014 to 2017 of whom 1078 (82.5%) were 18 to 49 and predominantly from the Appalachia region (United Network for Organ Sharing regions 2, 3, and 11). A total of 64 (5%) HCV+ donor hearts were transplanted in this interval. The match-adjusted risk difference in survival was estimated to be 0.87% (P=0.83) at 12 months. Conclusions: To meet the demands of heart transplantation, we must consider additional strategies to expand the donor pool. From 2014 to 2017, despite availability of highly effective direct acting antiviral therapy, only 5% of HCV+ donor hearts were accepted for transplantation. National efforts may be required to capitalize on this resource while we continue to carefully monitor the safety of this novel approach."
446010300008,FOUNDATIONS OF PHYSICS,On Quantum Life of Black Holes,We review some ideas about the quantum physics of black hole information storage and processing in terms of a general phenomenon of quantum criticality.
435185200017,SYMMETRY-BASEL,Fluid-Solid Boundary Handling Using Pairwise Interaction Model for Non-Newtonian Fluid,"In order to simulate fluid-solid boundary interaction for non-Newtonian Smoothed Particle Hydrodynamics (SPH) fluids, we present a steady and realistic fluid-solid boundary handling method using symmetrical interaction forces. Firstly, we use the improved SPH method to model the non-Newtonian fluid. Secondly, the density of boundary particle is created into the calculation of fluid-solid interaction forces. Besides, we apply friction conditions to constrain the fluid particles at the boundary. Finally, we apply the predictive-corrective scheme to correct the density deviation and improve boundary computing efficiency. The experiment confirms the feasibility for the interaction between non-Newtonian fluid and solid objects with this method. At the same time, it reflects the viscous characteristics and ensures the physical properties of non-Newtonian fluid. In addition, compared to existing methods, this method is more stable and easier to implement."
447271300015,PHYSICA MEDICA-EUROPEAN JOURNAL OF MEDICAL PHYSICS,Clinical implementations of 4D pencil beam scanned particle therapy: Report on the 4D treatment planning workshop 2016 and 2017,"In 2016 and 2017, the 8th and 9th 4D treatment planning workshop took place in Groningen (the Netherlands) and Vienna (Austria), respectively. This annual workshop brings together international experts to discuss research, advances in clinical implementation as well as problems and challenges in 4D treatment planning, mainly in spot scanned proton therapy. In the last two years several aspects like treatment planning, beam delivery, Monte Carlo simulations, motion modeling and monitoring, QA phantoms as well as 4D imaging were thoroughly discussed. This report provides an overview of discussed topics, recent findings and literature review from the last two years. Its main focus is to highlight translation of 4D research into clinical practice and to discuss remaining challenges and pitfalls that still need to be addressed and to be overcome."
423331800007,EXPOSITORY TIMES,18(th) March: 5(th) Sunday in Lent: John 12.20-33,
433159700025,WASAFIRI,Truth and Reconciliation in Nadine Gordimer's The House Gun,
443443000059,ROYAL SOCIETY OPEN SCIENCE,"Data availability, reusability, and analytic reproducibility: evaluating the impact of a mandatory open data policy at the journal Cognition","Access to data is a critical feature of an efficient, progressive and ultimately self-correcting scientific ecosystem. But the extent to which in-principle benefits of data sharing are realized in practice is unclear. Crucially, it is largely unknown whether published findings can be reproduced by repeating reported analyses upon shared data ('analytic reproducibility'). To investigate this, we conducted an observational evaluation of a mandatory open data policy introduced at the journal Cognition. Interrupted time-series analyses indicated a substantial post-policy increase in data available statements (104/417, 25% pre-policy to 136/ 174, 78% post-policy), although not all data appeared reusable (23/ 104, 22% pre-policy to 85/136, 62%, post-policy). For 35 of the articles determined to have reusable data, we attempted to reproduce 1324 target values. Ultimately, 64 values could not be reproduced within a 10% margin of error. For 22 articles all target values were reproduced, but 11 of these required author assistance. For 13 articles at least one value could not be reproduced despite author assistance. Importantly, there were no clear indications that original conclusions were seriously impacted. Mandatory open data policies can increase the frequency and quality of data sharing. However, suboptimal data curation, unclear analysis specification and reporting errors can impede analytic reproducibility, undermining the utility of data sharing and the credibility of scientific findings."
434468500060,AMERICAN JOURNAL OF EMERGENCY MEDICINE,Contrast-induced encephalopathy presenting as acute subarachnoid hemorrhage,"Contrast media induced encephalopathy is a rare complication of contrast administration characterized by nonspecific neurological signs and symptoms that may present both clinically and radiolographically as subarachnoid hemorrhage. While there are few reported presentations in the neurology literature after inpatient contrast administration, similar emergency department presentations have not been documented. We describe a patient who presented with encephalopathy and expressive aphasia after outpatient evaluation of an intrathecal analgesia pump who had radiographic imaging consistent with acute subarachnoid hemorrhage. The hyperdensities seen on computed tomography scanning were subsequently identified as residual gadolinium contrast media resulting in allergic encephalopathy in this patient. (C) 2018 Elsevier Inc. All rights reserved."
444734700002,INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS,Robust Multi-party Quantum Private Comparison Protocols Against the Collective Noise Based on Three-Qubit Entangled States,"Recently, Ye and Ji constructed a multi-party quantum private comparison (MQPC) protocol with Bell entangled states (Sci. China Phys. Mech. Astron. 60(9), 090312, 2017). However, this protocol is only workable over an ideal quantum channel. In this paper, we take the collective noise channel into account and generalize Ye and Ji's protocol into the ones against the collective-dephasing noise and the collective-rotation noise, respectively. Concretely, we use three-qubit entangled states instead of Bell states as the initial quantum states and employ the corresponding logical qubits immune to the collective noise instead of the physical qubits as the travelling particles. The output correctness and the security of the proposed robust MQPC protocols can be guaranteed."
429487800003,TRENDS IN CARDIOVASCULAR MEDICINE,Long-term outlook for transcatheter aortic valve replacement,"Transcatheter aortic valve replacement (TAVR) revolutionized the treatment of severe symptomatic aortic stenosis (AS). TAVR is increasingly offered for lower-risk patients. The role and place of TAVR in the future treatment of AS is not clear yet. In this review, we discuss the long-term outlook for TAVR, its challenges and its relationship to conventional surgical aortic valve replacement."
449783400010,URBAN WATER JOURNAL,The nexus of inhabitants and impervious surfaces at city scale - wastewater and stormwater travel time distributions and an approach to calibrate diurnal variations,"We present an approach to calibrate dry weather flow patterns of people in eight subnetworks of Dresden, Germany. The monitored data was pre-processed, and SWMM model runs were performed. Congruence of modelled results and observed data was evaluated with the Nash-Sutcliffe Efficiency (NSE). New diurnal variation patterns of dry weather flow were quantified based on the presented calibration approach. Most of the modelled hydrographs exceeded an NSE of 0.9 just after the second SWMM model run, which is a sign of model adequacy. Travel time distributions (TTDs) of upstream wastewater from connected people and stormwater from impervious surfaces of the monitored locations were determined, and a dynamic index f(iA-PE)(k) was proposed, determined and its adequacy was assessed. In general, TTDs confirmed a lower population density and a less meshed urban drainage network in the outer parts of Dresden. The functional information within f(iA-PE)(k) considers development characteristics among the subnetworks and within a subnetwork of interest. The presented index is useful to evaluate prospective strategies of developments and the implementation of green and blue infrastructures in residential areas."
427100300019,BIOMATERIALS,Harnessing macrophage-mediated degradation of gelatin microspheres for spatiotemporal control of BMP2 release,"Biomaterials-based approaches to harnessing the immune and inflammatory responses to potentiate wound healing hold important promise. Bone fracture healing is characterized by an acute inflammatory phase, followed by a transition to a regenerative and repair phase. In this study, we developed genipin-crosslinked gelatin microspheres designed to be preferentially degraded by inflammatory (M1) macrophages. Highly crosslinked (>90%) microspheres allowed efficient incorporation of bioactive bone morphogenetic protein 2 (BMP2), a potent stimulator of osteogenesis in progenitor cells, via electrostatic interactions. Release of BMP2 was directly correlated with degradation of the gelatin matrix. Exposure of microspheres to polarized murine macrophages showed that degradation was significantly higher in the presence of M1 macrophages, relative to alternatively activated (M2) macrophages and unpolarized controls. Microsphere degradation in the presence of non-inflammatory cells resulted in very low degradation rates. The expression of matrix metalloproteinases (MMPs) and tissue inhibitors of MMP (TIMPs) by macrophages were consistent with the observed phenotype-dependent degradation rates. Indirect co-culture of BMP2-loaded microspheres and macrophages with isolated adipose-derived mesenchymal stem cells (MSC) showed that Ml macrophages produced the strongest osteogenic response, comparable to direct supplementation of the culture medium with BMP2. Controlled release systems that are synchronized with the inflammatory response have the potential to provide better spatiotemporal control of growth factor delivery and therefore may improve the outcomes of recalcitrant wounds. (C) 2018 Elsevier Ltd. All rights reserved."
447197700015,JOURNAL OF TRIBOLOGY-TRANSACTIONS OF THE ASME,Study of Erosion-Corrosion and Corrosion Behavior of Commercially Pure-Ti During Slurry Erosion,"The erosion-corrosion (EC) and pure erosion of commercially pure titanium have been investigated in a 3.5% sodium chloride solution containing 10, 30, and 60 g/l SiO2 particles with an average size of 318 mu m. The tests were performed at impact velocities of 4, 6. and 9 mls under two impact angles of 40 deg and 90 deg. Polarization technique was used to study corrosion behavior of the material during erosion-corrosion. The eroded .surfaces were examined by a scanning electron microscope (SEM) and a surface profilometer. The pure erosion, corrosion, and erosion-corrosion rates increased as impact velocity and sand concentration increased. The corrosion rates of the eroding surfaces under a normal impact were lower than those at an impact angle of 40 deg. The SIT ratio, i.e., the ratio of synergy to erosion-corrosion rates was about 80% at an impact velocity of 4 mls, which indicated the high effect of the electrochemical corrosion on the degradation of CP-Ti at low velocity. The SIT ratio decreased to 30% and 15% at the impact velocities of 6 and 9 mls, respectively. The SIT ratio was also decreased with increasing sand concentration indicating a greater role of mechanical degradation upon the erosion-corrosion rate in the concentrated slurries."
446139200003,PHYSICAL REVIEW MATERIALS,Dynamics in glassy polymers: The Eyring model revisited,"Applying a stress to a glassy polymer accelerates its dynamics as one goes from low stress up to plastic regime. For decades, the phenomenological Eyring's model has been used to describe plastic flow in polymers. This model, however, raises fundamental issues which makes its use deleterious in glassy polymers. We propose an alternative model in which the elastic energy stored at the length scale of dynamical heterogeneities xi approximate to 3-5 nm reduces the free energy barrier for relaxation. Contrary to the Eyring's activation volume, which has no clear interpretation, this length scale is derived from physical arguments, based on a detailed account of relaxation mechanisms at the molecular scale. Recent creep experiments in glassy polymers by Ediger and coworkers allow for discriminating the two pictures. It is shown that the whole evolution of the tau(alpha) relaxation time under stress can be reproduced quantitatively, using as the only adjustable parameter the scale xi. The obtained value of xi is the same as the value previously determined by considering the whole set of properties of glassy polymers. This confirms the coherence and completeness of the theory of relaxation processes in nonpolar glassy polymers that we proposed in previous works."
428131200004,ULTRAMICROSCOPY,Ewald sphere correction using a single side-band image processing algorithm,"Curvature of the Ewald sphere limits the resolution at which Fourier components in an image can be approximated as corresponding to a projection of the object. Since the radius of the Ewald sphere is inversely proportional to the wavelength of the imaging electrons, this normally imposes a limit on the thickness of specimen for which images can be easily interpreted to a particular resolution. Here we present a computational method for precisely correcting for the curvature of the Ewald sphere using defocused images that delocalise the high-resolution Fourier components from the primary image. By correcting for each approximately Friedel-symmetry-related sideband separately using two distinct complex transforms that effectively move the displaced Fourier components back to where they belong in the structure, we can determine the amplitude and phase of each of the Fourier components separately. This precisely accounts for the effect of Ewald sphere curvature over a bandwidth defined by the defocus and the size of the particle being imaged. We demonstrate this processing algorithm using: 1. simulated images of a particle with only a single, high-resolution Fourier component, and 2. experimental images of gold nanoparticles embedded in ice. Processing micrographs with this algorithm will allow higher resolution imaging of thicker specimens at lower energies without any image degradation or blurring due to errors made by the assumption of a flat Ewald sphere. Although the procedure will work best on images recorded with higher defocus settings than used normally, it should still improve 3D single-particle structure determination using images recorded at any defocus and any electron energy. Finally, since the Ewald sphere curvature is in a known direction in the third dimension which is parallel to the direction of view, this algorithm automatically determines the absolute hand of the specimen without the need for pairs of images with a known tilt angle difference. (C) 2018 MRC Laboratory of Molecular Biology. Published by Elsevier B.V."
418480600004,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B,APPLICATION OF MOUNTAIN PASS THEOREM TO SUPERLINEAR EQUATIONS WITH FRACTIONAL LAPLACIAN CONTROLLED BY DISTRIBUTED PARAMETERS AND BOUNDARY DATA,"In the paper we consider a boundary value problem involving a differential equation with the fractional Laplacian (-Delta)(alpha/2) for alpha is an element of(1, 2) and some superlinear and subcritical nonlinearity G(z) provided with a nonhomogeneous Dirichlet exterior boundary condition. Some sufficient conditions under which the set of weak solutions to the boundary value problem is nonempty and depends continuously in the Painleve-Kuratowski sense on distributed parameters and exterior boundary data are stated. The proofs of the existence results rely on the Mountain Pass Theorem."
418652700027,CIENCIA & SAUDE COLETIVA,Factors associated with absences from orthodontic treatment at a dental specialty center,"The aim of this study was to identify the factors associated with the users failing to keep orthodontic treatment appointments (absences), in three regional dental specialty centers (CEO-R) located in the State of Ceara. Methodology: This was a cross-sectional epidemiological study with secondary data source of 3 CEO-R, from which 237 medical records of complete orthodontic treatments were examined, with 8.283 appointments and 2.665 (32.17%) missing appointments. Data collection was standardized by an electronic questionnaire.. Factors associated with users missing appointments were calculated by means of absence rates and thematic maps were constructed based on distributions of the geographical pattern of occurrence. To evaluate the association between the outcome variable (absence from treatment) and the independent variables (sex, age, breakage of appliance, change of professional, income and place of user's residence) multiple logistic regression analysis was used with p <= 0.05. Results: There were high absence rates for both city headquarters and non-headquarter CEO-Rs. The variable change of professional showed statistical significance, in relation to the number of absences. Conclusion: The highest number of absences was associated with change of professional."
447577600001,POLITICAL GEOGRAPHY,"Contagious Republicanism in Louisiana, 1966-2014","In this paper, we build on prior work by Hood, Kidd, and Morris (2012), who show that growth in Republican identification in Southern states since 1965 rose in response to black mobilization. In their theory of relative advantage, as more African-Americans registered with the Democratic Party, white voters could maintain the same intraparty status by moving to the sparser-populated Republican Party. In this project, we focus on Louisiana and how the state's local-level politics created the opportunity for partisan contagion among parishes for organizational, electoral, and mobilization reasons. We show that, beyond the factors known to contribute to a rise in Republican identification in the South, whenever a parish in Louisiana became more Republican, there were spillover effects in neighboring parishes. Hence, as one parish became more Republican, neighboring parishes followed suit. We also show that as the extraction of natural resources such as oil and natural gas rose, a parish was more inclined to become more Republican."
423248100028,FOOD AND CHEMICAL TOXICOLOGY,Benefit and risk assessment of increasing potassium intake by replacement of sodium chloride with potassium chloride in industrial food products in Norway,"High sodium chloride (NaCl) intake is associated with health risks. NaCl may be replaced by potassium chloride (KCl) to decrease sodium intake. However, increased potassium may also have negative health effects. We conducted a benefit and risk assessment of increasing potassium by ratios of 30:70, 50:50, 70:30 (weight %K+: weight % Na+) in children, adolescents and adults in Norway, using intake data from national food consumption surveys and available literature on potassium health effects. An intake of at least 3.5 g/day of potassium decreases risk of stroke and hypertension, and this level was used in the benefit assessment of the healthy population. Three g/day of potassium added to mean food intake is assumed safe, and these levels were used in the risk assessment. Not all persons reached the protective level of potassium, and increasing numbers exceeded the safe levels, in these scenarios. In addition, elderly above 85 years and infants below one year of age, as well as several patient groups and medication users, are particularly vulnerable to hyperkalemia. In conclusion, the number of Norwegians facing increased risk is far greater than the number likely to benefit from this replacement of sodium with potassium in industrially produced food."
425947800074,INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,An approach to predict derivative-chip formation in derivative cutting of micro-textured tools,"Derivative cutting of micro-textured tool refers to the additional cutting to the bottom side of the chip with the micro-surface textures on the tool surface. In our previous research, it has been proved that piling up of chip in the microgroove of textures is caused by derivative cutting, resulting in structural function failure of the textured tool face. Hence, derivative-cutting behavior needs to be understood and implemented in models. In this study, an analytical approach for the orthogonal cutting process is developed to determinate derivative-chip formation by predictions of the uncut derivative-chip thickness (UDCT) and minimum uncut derivative-chip thickness (MUDCT) values according to cutting parameters, tool geometry, workpiece material properties, and positional and geometrical parameters of textures. The analytical approach is experimentally validated using a 1045 steel workpiece with the textures of different distances to the main cutting edge on the tool rake face. Subsequently, the responses of the UDCT and MUDCT to cutting speed and texture parameters including its geometry and position are quantified on the basis of the proposed approach. Results show that reasonable enlarging of texture-edge radius and proper increasing of cutting speed both are feasible ways to prevent derivative-cutting from derivative-chip formation."
